text	labels
We present a 43 - year - old man who developed a coronary aneurysm in the right coronary artery 6 months after receiving a paclitaxel - eluting stent .	O O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O B-Chemical O O O O
The patient was asymptomatic and the aneurysm was detected in a routine control .	O O O O O O B-Disease O O O O O O O
Angiography and intracoronary ultrasound demonstrated lack of contact between stent and vessel wall in a 15 - mm long segment with maximal aneurysm diameter of 6 . 0 mm .	O O O O O O O O O O O O O O O O O O O O O O B-Disease O O O O O O O
The patient was successfully treated with a graft stent .	O O O O O O O O O O
Causes of acute thrombotic microangiopathy in patients receiving kidney transplantation .	O O O B-Disease I-Disease O O O O O O
OBJECTIVES : Thrombotic microangiopathy is a well - known problem in patients following renal transplantation .	O O B-Disease I-Disease O O O O O O O O O O O O
In postrenal transplantation , thrombotic microangiopathy is often a reflection of hemolytic uremic syndrome .	O O O O B-Disease I-Disease O O O O O B-Disease I-Disease I-Disease O
We aimed to determine the causes of thrombotic microangiopathy in a population of renal transplantation recipients and discuss the literature .	O O O O O O O B-Disease I-Disease O O O O O O O O O O O O
MATERIALS AND METHODS : We investigated the causes of thrombotic microangiopathy during a 1 - year period , from June 2003 to June 2004 , at the King Fahad National Guard Hospital in Riyadh , Saudi Arabia , by reviewing the slides of all transplant biopsies ( n = 25 ) performed during this interval .	O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Pre - and posttransplant crossmatching was done when possible .	O O O O O O O O O O
RESULTS : Five cases of thrombotic microangiopathy were found .	O O O O O B-Disease I-Disease O O O
Three of these cases were from the 25 transplantations performed at King Fahad National Guard Hospital , while the other 2 transplantations had been performed abroad and were referred to us for follow - up .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Three cases were related to cyclosporine , and 1 case was secondary to both cyclosporine and tacrolimus .	O O O O O B-Chemical O O O O O O O O B-Chemical O B-Chemical O
The fifth case had features of thrombotic microangiopathy related to an antiphospholipid syndrome in a patient with systemic lupus erythematosus .	O O O O O O B-Disease I-Disease O O O B-Disease I-Disease O O O O B-Disease I-Disease I-Disease O
CONCLUSIONS : In the literature , the most - frequent cause of hemolytic uremic syndrome in patients following renal transplantation is recurrence of the hemolytic uremic syndrome .	O O O O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O O O B-Disease I-Disease I-Disease O
Other causes include drug - related ( cyclosporine , tacrolimus ) toxicity , procoagulant status , and antibody - mediated rejection .	O O O O O O O B-Chemical O B-Chemical O B-Disease O O O O O O O O O O
We found that the most - frequent cause of thrombotic microangiopathy was drug related , secondary mainly to cyclosporine .	O O O O O O O O O B-Disease I-Disease O O O O O O O B-Chemical O
In the current study , the frequency of thrombotic microangiopathy was similar to the percentage reported in the literature ( 20 % ) .	O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O
Comparison of developmental toxicity of selective and non - selective cyclooxygenase - 2 inhibitors in CRL : ( WI ) WUBR Wistar rats - - DFU and piroxicam study .	O O O B-Disease O O O O O O O O O O O O O O O O O O O O O B-Chemical O B-Chemical O O
BACKGROUND : Cyclooxygenase ( COX ) inhibitors are one of the most often ingested drugs during pregnancy .	O O O O O O O O O O O O O O O O O O
Unlike general toxicity data , their prenatal toxic effects were not extensively studied before .	O O B-Disease O O O O O O O O O O O O
The aim of the experiment was to evaluate the developmental toxicity of the non - selective ( piroxicam ) and selective ( DFU ; 5 , 5 - dimethyl - 3 - ( 3 - fluorophenyl ) - 4 - ( 4 - methylsulphonyl ) phenyl - 2 ( 5H ) - furanon ) COX - 2 inhibitors .	O O O O O O O O O O B-Disease O O O O O O B-Chemical O O O O B-Chemical O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O O O O O O
METHODS : Drugs were separately , orally once daily dosed to pregnant rats from day 8 to 21 ( GD1 = plug day ) .	O O O O O O O O O O O O O O O O O O O O O O O O O
Doses were set at 0 . 3 , 3 . 0 and 30 . 0mg / kg for piroxicam and 0 . 2 , 2 . 0 and 20 . 0mg / kg for DFU .	O O O O O O O O O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O O B-Chemical O
Fetuses were delivered on GD 21 and routinely examined .	O O O O O O O O O O
Comprehensive clinical and developmental measurements were done .	O O O O O O O O
The pooled statistical analysis for ventricular septal ( VSD ) and midline ( MD ) defects was performed for rat fetuses exposed to piroxicam , selective and non - selective COX - 2 inhibitor based on present and historic data .	O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O
RESULTS : Maternal toxicity , intrauterine growth retardation , and increase of external and skeletal variations were found in rats treated with the highest dose of piroxicam .	O O O B-Disease O B-Disease I-Disease I-Disease O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O O O O B-Chemical O
Decrease of fetal length was the only signs of the DFU developmental toxicity observed in pups exposed to the highest compound dose .	O O O O O O O O O O B-Chemical O B-Disease O O O O O O O O O O
Lack of teratogenicity was found in piroxicam and DFU - exposed groups .	O O O O O O B-Chemical O B-Chemical O O O O
Prenatal exposure to non - selective COX inhibitors increases the risk of VSD and MD when compared to historic control but not with selective COX - 2 inhibitors .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
CONCLUSION : Both selective and non - selective COX - 2 inhibitors were toxic for rats fetuses when administered in the highest dose .	O O O O O O O O O O O O O O O O O O O O O O O O
Unlike DFU , piroxicam was also highly toxic to the dams .	O B-Chemical O B-Chemical O O O O O O O O
Prenatal exposure to selective COX - 2 inhibitors does not increase the risk of ventricular septal and midline defects in rat when compared to non - selective drugs and historic control .	O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O O O O O O O O O O
Lone atrial fibrillation associated with creatine monohydrate supplementation .	O B-Disease I-Disease O O B-Chemical O O O
Atrial fibrillation in young patients without structural heart disease is rare .	B-Disease I-Disease O O O O O B-Disease I-Disease O O O
Therefore , when the arrhythmia is present in this population , reversible causes must be identified and resolved .	O O O O B-Disease O O O O O O O O O O O O O O
Thyroid disorders , illicit drug or stimulant use , and acute alcohol intoxication are among these causes .	B-Disease I-Disease O O O O O O O O B-Disease I-Disease I-Disease O O O O O
We report the case of a 30 - year - old Caucasian man who came to the emergency department in atrial fibrillation with rapid ventricular response .	O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O O
His medical history was unremarkable , except for minor fractures of the fingers and foot .	O O O O O O O O O B-Disease O O O O O O
Thyroid - stimulating hormone , magnesium , and potassium levels were within normal limits , urine drug screen was negative , and alcohol use was denied .	O O O O O B-Chemical O O B-Chemical O O O O O O O O O O O O O B-Chemical O O O O
However , when the patient was questioned about use of herbal products and supplements , the use of creatine monohydrate was revealed .	O O O O O O O O O O O O O O O O O O B-Chemical O O O O
The patient was admitted to the hospital , anticoagulated with unfractionated heparin , and given intravenous diltiazem for rate control and intravenous amiodarone for rate and rhythm control .	O O O O O O O O O O O B-Chemical O O O O B-Chemical O O O O O B-Chemical O O O O O O
When discharged less than 24 hours later , he was receiving metoprolol and aspirin , with follow - up plans for echocardiography and nuclear imaging to assess perfusion .	O O O O O O O O O O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O
Exogenous creatine is used by athletes to theoretically improve exercise performance .	O B-Chemical O O O O O O O O O O
Vegetarians may also take creatine to replace what they are not consuming from meat , fish , and other animal products .	O O O O B-Chemical O O O O O O O O O O O O O O O O O
Previous anecdotal reports have linked creatine to the development of arrhythmia .	O O O O O B-Chemical O O O O B-Disease O
Clinicians must be diligent when interviewing patients about their drug therapy histories and include questions about their use of herbal products and dietary supplements .	O O O O O O O O O O O O O O O O O O O O O O O O O
In addition , it is important to report adverse effects associated with frequently consumed supplements and herbal products to the Food and Drug Administration and in the literature .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Seizures induced by the cocaine metabolite benzoylecgonine in rats .	B-Disease O O O B-Chemical O B-Chemical O O O
The half - life ( t1 / 2 ) of cocaine is relatively short , but some of the consequences of its use , such as seizures and strokes , can occur hours after exposure .	O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O O B-Disease O B-Disease O O O O O O O
This led us to hypothesize that a metabolite of cocaine may be responsible for some of those delayed sequelae .	O O O O O O O O O B-Chemical O O O O O O O O O O
We evaluated the potential of the major metabolite of cocaine , benzoylecgonine ( BE ) , to cause seizures .	O O O O O O O O O B-Chemical O B-Chemical O B-Chemical O O O O B-Disease O
Two separate equimolar doses ( 0 . 2 and 0 . 4 mumol ) of either cocaine or BE were injected ventricularly in unanesthetized juvenile rats .	O O O O O O O O O O O O O O O O B-Chemical O B-Chemical O O O O O O O O
Treated rats were then evaluated for incidence , latency , and seizure pattern or for locomotor activity in animals without seizures .	O O O O O O O O O O O B-Disease O O O O O O O O B-Disease O
BE - Induced seizures occurred more frequently and had significantly longer latencies than those induced by equimolar amounts of cocaine .	B-Chemical O O B-Disease O O O O O O O O O O O O O O O B-Chemical O
Whereas cocaine - induced seizures were best characterized as brief , generalized , and tonic and resulted in death , those induced by BE were prolonged , often multiple and mixed in type , and rarely resulted in death .	O B-Chemical O O B-Disease O O O O O O O O O O O O O B-Disease O O O O B-Chemical O O O O O O O O O O O O O O B-Disease O
Electrical recordings from the hippocampus showed a rhythmic progression in EEG frequency and voltage with clinical seizure expression .	O O O O O O O O O O O O O O O O B-Disease O O
BE - Injected rats that did not have seizures had significantly more locomotor activity than cocaine - injected animals without seizures .	B-Chemical O O O O O O O B-Disease O O O O O O B-Chemical O O O O B-Disease O
The finding that cocaine - and BE - induced seizures differ in several respects suggests more than one mechanism for cocaine - induced seizures and emphasizes the importance of a cocaine metabolite , BE .	O O O B-Chemical O O B-Chemical O O B-Disease O O O O O O O O O O B-Chemical O O B-Disease O O O O O O B-Chemical O O B-Chemical O
The selective 5 - HT6 receptor antagonist Ro4368554 restores memory performance in cholinergic and serotonergic models of memory deficiency in the rat .	O O O O O O O B-Chemical O O O O O O O O O B-Disease I-Disease O O O O
Antagonists at serotonin type 6 ( 5 - HT ( 6 ) ) receptors show activity in models of learning and memory .	O O B-Chemical O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O O
Although the underlying mechanism ( s ) are not well understood , these effects may involve an increase in acetylcholine ( ACh ) levels .	O O O O O O O O O O O O O O O O O O O B-Chemical O B-Chemical O O O
The present study sought to characterize the cognitive - enhancing effects of the 5 - HT ( 6 ) antagonist Ro4368554 ( 3 - benzenesulfonyl - 7 - ( 4 - methyl - piperazin - 1 - yl ) 1H - indole ) in a rat object recognition task employing a cholinergic ( scopolamine pretreatment ) and a serotonergic - ( tryptophan ( TRP ) depletion ) deficient model , and compared its pattern of action with that of the acetylcholinesterase inhibitor metrifonate .	O O O O O O O O O O O O O B-Chemical I-Chemical I-Chemical O O O O B-Chemical O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O O O O O O O O O O O B-Chemical O O O O O O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O B-Chemical O
Initial testing in a time - dependent forgetting task employing a 24 - h delay between training and testing showed that metrifonate improved object recognition ( at 10 and 30 mg / kg , p . o . ) , whereas Ro4368554 was inactive .	O O O O O O O O O O O O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O O O B-Chemical O O O
Both , Ro4368554 ( 3 and 10 mg / kg , intraperitoneally ( i . p . ) ) and metrifonate ( 10 mg / kg , p . o . , respectively ) reversed memory deficits induced by scopolamine and TRP depletion ( 10 mg / kg , i . p . , and 3 mg / kg , p . o . , respectively ) .	O O B-Chemical O O O O O O O O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O B-Disease I-Disease O O B-Chemical O B-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O
In conclusion , although Ro4368554 did not improve a time - related retention deficit , it reversed a cholinergic and a serotonergic memory deficit , suggesting that both mechanisms may be involved in the facilitation of object memory by Ro4368554 and , possibly , other 5 - HT ( 6 ) receptor antagonists .	O O O O B-Chemical O O O O O O O O O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O B-Chemical O O O O O B-Chemical I-Chemical I-Chemical O O O O O O
Evaluation of the anticocaine monoclonal antibody GNC92H2 as an immunotherapy for cocaine overdose .	O O O O O O B-Chemical O O O O B-Disease I-Disease O
The illicit use of cocaine continues in epidemic proportions and treatment for cocaine overdose remains elusive .	O O O O B-Chemical O O O O O O O B-Disease I-Disease O O O
Current protein - based technology offers a new therapeutic venue by which antibodies bind the drug in the blood stream , inactivating its toxic effects .	O O O O O O O O O O O O O O O O O O O O O O O O O O
The therapeutic potential of the anticocaine antibody GNC92H2 was examined using a model of cocaine overdose .	O O O O O O O B-Chemical O O O O O O B-Disease I-Disease O
Swiss albino mice prepared with intrajugular catheters were tested in photocell cages after administration of 93 mg / kg ( LD50 ) of cocaine and GNC92H2 infusions ranging from 30 to 190 mg / kg .	O O O O O O O O O O O O O O O O O O O O O O O B-Chemical O B-Chemical O O O O O O O O O O
GNC92H2 was delivered 30 min before , concomitantly or 3 min after cocaine treatment .	B-Chemical O O O O O O O O O O O B-Chemical O O
Significant blockade of cocaine toxicity was observed with the higher dose of GNC92H2 ( 190 mg / kg ) , where premorbid behaviors were reduced up to 40 % , seizures up to 77 % and death by 72 % .	O O O B-Chemical B-Disease O O O O O O O B-Chemical O O O O O O O O O O O O O O O O O B-Disease O O O O O B-Disease O O O O
Importantly , GNC92H2 prevented death even post - cocaine injection .	O O B-Chemical O B-Disease O O O B-Chemical O O
The results support the important potential of GNC92H2 as a therapeutic tool against cocaine overdose .	O O O O O O O B-Chemical O O O O O B-Disease I-Disease O
Electrocardiographic evidence of myocardial injury in psychiatrically hospitalized cocaine abusers .	O O O B-Disease I-Disease O O O B-Chemical O O
The electrocardiograms ( ECG ) of 99 cocaine - abusing patients were compared with the ECGs of 50 schizophrenic controls .	O O O O O O O B-Chemical O O O O O O O O O O B-Disease O O
Eleven of the cocaine abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction , ischemia , and bundle branch block .	O O O B-Chemical O O O O O O O O O O O B-Disease I-Disease O O B-Disease I-Disease O B-Disease O O B-Disease I-Disease I-Disease O
Behavioral effects of urotensin - II centrally administered in mice .	O O O B-Chemical I-Chemical I-Chemical O O O O O
Urotensin - II ( U - II ) receptors are widely distributed in the central nervous system .	B-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O
Intracerebroventricular ( i . c . v . ) injection of U - II causes hypertension and bradycardia and stimulates prolactin and thyrotropin secretion .	O O O O O O O O O O O B-Chemical I-Chemical I-Chemical O B-Disease O B-Disease O O O O O O O
However , the behavioral effects of centrally administered U - II have received little attention .	O O O O O O O O B-Chemical I-Chemical I-Chemical O O O O O
In the present study , we tested the effects of i . c . v . injections of U - II on behavioral , metabolic , and endocrine responses in mice .	O O O O O O O O O O O O O O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O
Administration of graded doses of U - II ( 1 - 10 , 000 ng / mouse ) provoked : ( 1 ) a dose - dependent reduction in the number of head dips in the hole - board test ; ( 2 ) a dose - dependent reduction in the number of entries in the white chamber in the black - and - white compartment test , and in the number of entries in the central platform and open arms in the plus - maze test ; and ( 3 ) a dose - dependent increase in the duration of immobility in the forced - swimming test and tail suspension test .	O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Intracerebroventricular injection of U - II also caused an increase in : food intake at doses of 100 and 1 , 000 ng / mouse , water intake at doses of 100 - 10 , 000 ng / mouse , and horizontal locomotion activity at a dose of 10 , 000 ng / mouse .	O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Whatever was the dose , the central administration of U - II had no effect on body temperature , nociception , apomorphine - induced penile erection and climbing behavior , and stress - induced plasma corticosterone level .	O O O O O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O B-Chemical O O B-Disease I-Disease O O O O O O O O O B-Chemical O O
Taken together , the present study demonstrates that the central injection of U - II at doses of 1 - 10 , 000 ng / mouse induces anxiogenic - and depressant - like effects in mouse .	O O O O O O O O O O O O B-Chemical I-Chemical I-Chemical O O O O O O O O O O O O O O O O O O O O O O
These data suggest that U - II may be involved in some aspects of psychiatric disorders .	O O O O B-Chemical I-Chemical I-Chemical O O O O O O O B-Disease I-Disease O
Learning of rats under amnesia caused by pentobarbital .	O O O O B-Disease O O B-Chemical O
Dissociated learning of rats in the normal state and the state of amnesia produced by pentobarbital ( 15 mg / kg , ip ) was carried out .	O O O O O O O O O O O O B-Disease O O B-Chemical O O O O O O O O O O O O
Rats were trained to approach a shelf where they received food reinforcement .	O O O O O O O O O O O O O
In Group 1 the rats were trained under the influence of pentobarbital to run to the same shelf as in the normal state .	O O O O O O O O O O O B-Chemical O O O O O O O O O O O O
In Group 2 the rats were trained to approach different shelves in different drug states .	O O O O O O O O O O O O O O O O
It was shown that memory dissociation occurred in both groups .	O O O O B-Disease I-Disease O O O O O
Differences in the parameters of training under the influence of pentobarbital between Groups 1 and 2 were revealed .	O O O O O O O O O O B-Chemical O O O O O O O O
These findings show that the brain - dissociated state induced by pentobarbital is formed with the participation of the mechanisms of information perception .	O O O O O O O O O O O B-Chemical O O O O O O O O O O O O
The effects of short - term raloxifene therapy on fibrinolysis markers : TAFI , tPA , and PAI - 1 .	O O O O O O B-Chemical O O O O O O O O O O O O O O
BACKGROUND : Markers of fibrinolysis , thrombin - activatable fibrinolysis inhibitor ( TAFI ) , tissue - type plasminogen activator ( tPA ) , and plasminogen activator inhibitor - 1 ( PAI - 1 ) levels were studied for the evaluation of short - term effects of raloxifene administration in postmenopausal women .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Chemical O O O O O
METHODS : Thirty - nine postmenopausal women with osteopenia or osteoporosis were included in this prospective , controlled clinical study .	O O O O O O O O B-Disease O B-Disease O O O O O O O O O O
Twenty - five women were given raloxifene hydrochloride ( 60 mg / day ) plus calcium ( 500 mg / day ) .	O O O O O O B-Chemical I-Chemical O O O O O O O B-Chemical O O O O O O O
Age - matched controls ( n = 14 ) were given only calcium .	O O O O O O O O O O O O B-Chemical O
Plasma TAFI , tPA , and PAI - 1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Variations of individuals were assessed by Wilcoxon ' s test .	O O O O O O O O O O O
Relationship between those markers and demographic characteristics were investigated .	O O O O O O O O O O
RESULTS : Three months of raloxifene treatment was associated with a significant decrease in the plasma TAFI antigen concentrations ( 16 % change , P < 0 . 01 ) , and a significant increase in tPA antigen concentrations ( 25 % change , P < 0 . 05 ) .	O O O O O B-Chemical O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A significant correlation was found between baseline TAFI antigen concentrations and the duration of amenorrhea ( P < 0 . 05 ; r = 0 . 33 ) .	O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O
CONCLUSION : We suggest that the increased risk of venous thromboembolism due to raloxifene treatment may be related to increased tPA levels , but not TAFI levels .	O O O O O O O O O B-Disease I-Disease O O B-Chemical O O O O O O O O O O O O O O
Valproate - induced encephalopathy .	B-Chemical O O B-Disease O
Valproate - induced encephalopathy is a rare syndrome that may manifest in otherwise normal epileptic individuals .	B-Chemical O O B-Disease O O O O O O O O O O B-Disease O O
It may even present in patients who have tolerated this medicine well in the past .	O O O O O O O O O O O O O O O O
It is usually but not necessarily associated with hyperammonemia .	O O O O O O O O B-Disease O
The EEG shows characteristic triphasic waves in most patients with this complication .	O O O O O O O O O O O O O
A case of valproate - induced encephalopathy is presented .	O O O B-Chemical O O B-Disease O O O
The problems in diagnosing this condition are subsequently discussed .	O O O O O O O O O O
Recurrent dysphonia and acitretin .	O B-Disease O B-Chemical O
We report the case of a woman complaining of dysphonia while she was treated by acitretin .	O O O O O O O O O B-Disease O O O O O B-Chemical O
Her symptoms totally regressed after drug withdrawal and reappeared when acitretin was reintroduced .	O O O O O O O O O O B-Chemical O O O
To our knowledge , this is the first case of acitretin - induced dysphonia .	O O O O O O O O O O B-Chemical O O B-Disease O
This effect may be related to the pharmacological effect of this drug on mucous membranes .	O O O O O O O O O O O O O O O O
Nitro - L - arginine methyl ester : a potential protector against gentamicin ototoxicity .	B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O O O O O B-Chemical B-Disease O
The nitric oxide ( NO ) inhibitor nitro - L - arginine methyl ester ( L - NAME ) may act as an otoprotectant against high - frequency hearing loss caused by gentamicin , but further studies are needed to confirm this . Aminoglycoside antibiotics are still widely used by virtue of their efficacy and low cost .	O B-Chemical I-Chemical O B-Chemical O O B-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical I-Chemical O B-Chemical I-Chemical I-Chemical O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O O B-Chemical O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O
Their ototoxicity is a serious health problem and , as their ototoxic mechanism involves the production of NO , we need to assess the use of NO inhibitors for the prevention of aminoglycoside - induced sensorineural hearing loss .	O B-Disease O O O O O O O O O B-Disease O O O O O B-Chemical O O O O O O O O B-Chemical O O O O O B-Chemical O O B-Disease I-Disease I-Disease O
In this experimental study we used 30 Sprague - Dawley rats , 27 of which had gentamicin instilled into the middle ear .	O O O O O O O O O O O O O O O O B-Chemical O O O O O O
The otoprotectant L - NAME was administered topically to 12 / 27 animals .	O O B-Chemical I-Chemical I-Chemical O O O O O O O O O
Its effect was determined in terms of attenuation of hearing loss , measured by shifts in the auditory brainstem response threshold .	O O O O O O O O O B-Disease I-Disease O O O O O O O O O O O
L - NAME reduced gentamicin - induced hearing loss in the high - frequency range , but gave no protection in the middle or low frequencies .	B-Chemical I-Chemical I-Chemical O B-Chemical O O B-Disease I-Disease O O O O O O O O O O O O O O O O O O
Safety profile of a nicotine lozenge compared with that of nicotine gum in adult smokers with underlying medical conditions : a 12 - week , randomized , open - label study .	O O O O B-Chemical O O O O O B-Chemical O O O O O O O O O O O O O O O O O O O O O
BACKGROUND : Nicotine polacrilex lozenges deliver 25 % to 27 % more nicotine compared with equivalent doses of nicotine polacrilex gum .	O O B-Chemical O O O O O O O O O B-Chemical O O O O O B-Chemical O O O
The increased nicotine exposure from the lozenge has raised questions about the relative safety of the lozenge and gum .	O O B-Chemical O O O O O O O O O O O O O O O O O
OBJECTIVE : The objective of this study was to compare the safety profiles of the 4 - mg nicotine lozenge and 4 - mg nicotine gum in smokers with selected label - restricted diseases .	O O O O O O O O O O O O O O O O O O B-Chemical O O O O O B-Chemical O O O O O O O O O O
METHODS : This was a multicenter , randomized , open - label study in adult smokers with heart disease , hypertension not controlled by medication , and / or diabetes mellitus .	O O O O O O O O O O O O O O O O O B-Disease I-Disease O B-Disease O O O O O O O O B-Disease I-Disease O
Patients were randomized in a 1 : 1 ratio to receive the 4 - mg nicotine lozenge or 4 - mg nicotine gum .	O O O O O O O O O O O O O O O B-Chemical O O O O O B-Chemical O O
Safety assessments were made at baseline and at 2 , 4 , 6 , and 12 weeks after the start of product use .	O O O O O O O O O O O O O O O O O O O O O O O O
RESULTS : Nine hundred one patients were randomized to treatment , 447 who received the lozenge and 454 who received the gum ( safety population ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
The majority were women ( 52 . 7 % ) .	O O O O O O O O O O O
Patients ' mean age was 53 . 9 years , their mean weight was 193 . 9 pounds , and they smoked a mean of 25 . 2 cigarettes per day at baseline .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Five hundred fifty - three patients , 264 taking the lozenge and 289 taking the gum , used the study product for > or = 4 days per week during the first 2 weeks ( evaluable population ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The nicotine lozenge and nicotine gum were equally well tolerated , despite increased nicotine exposure from the lozenge .	O B-Chemical O O B-Chemical O O O O O O O O B-Chemical O O O O O
The incidence of adverse events in the 2 groups was similar during the first 2 weeks of product use ( evaluation population : 55 . 3 % lozenge , 54 . 7 % gum ) , as well as during the entire study ( safety population : 63 . 8 % and 58 . 6 % , respectively ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Stratification of patients by sex , age , extent of concurrent smoking , extent of product use , and severity of adverse events revealed no clinically significant differences between the lozenge and gum .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The most common adverse events were nausea ( 17 . 2 % and 16 . 1 % ; 95 % CI , - 3 . 7 to 6 . 0 ) , hiccups ( 10 . 7 % and 6 . 6 % ; 95 % CI , 0 . 5 to 7 . 8 ) , and headache ( 8 . 7 % and 9 . 9 % ; 95 % Cl , - 5 . 0 to 2 . 6 ) .	O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease O O O O O O O O O O O O O O O O O O O O O O O O O
Serious adverse events were reported in 11 and 13 patients in the respective groups .	O O O O O O O O O O O O O O O
Fewer than 6 % of patients in either group were considered by the investigator to have a worsening of their overall disease condition during the study .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
The majority of patients ( > 60 % ) experienced no change in their disease status from baseline .	O O O O O O O O O O O O O O O O O O O
CONCLUSION : The 4 - mg nicotine lozenge and 4 - mg nicotine gum had comparable safety profiles in these patients with label - restricted medical conditions .	O O O O O O B-Chemical O O O O O B-Chemical O O O O O O O O O O O O O O O
Pharmacological modulation of pain - related brain activity during normal and central sensitization states in humans .	O O O B-Disease O O O O O O O O O O O O O
Abnormal processing of somatosensory inputs in the central nervous system ( central sensitization ) is the mechanism accounting for the enhanced pain sensitivity in the skin surrounding tissue injury ( secondary hyperalgesia ) .	O O O O O O O O O O O O O O O O O O O O O B-Disease O O O O O B-Disease I-Disease O B-Disease I-Disease O O
Secondary hyperalgesia shares clinical characteristics with neurogenic hyperalgesia in patients with neuropathic pain .	B-Disease I-Disease O O O O B-Disease I-Disease O O O B-Disease I-Disease O
Abnormal brain responses to somatosensory stimuli have been found in patients with hyperalgesia as well as in normal subjects during experimental central sensitization .	O O O O O O O O O O O O B-Disease O O O O O O O O O O O
The aim of this study was to assess the effects of gabapentin , a drug effective in neuropathic pain patients , on brain processing of nociceptive information in normal and central sensitization states .	O O O O O O O O O O O B-Chemical O O O O O B-Disease I-Disease O O O O O O O O O O O O O O O
Using functional magnetic resonance imaging ( fMRI ) in normal volunteers , we studied the gabapentin - induced modulation of brain activity in response to nociceptive mechanical stimulation of normal skin and capsaicin - induced secondary hyperalgesia .	O O O O O O O O O O O O O O O B-Chemical O O O O O O O O O O O O O O O O B-Chemical O O B-Disease I-Disease O
The dose of gabapentin was 1 , 800 mg per os , in a single administration .	O O O B-Chemical O O O O O O O O O O O O O
