text	labels
Contrasting patterns of individual specialization and trophic coupling in two marine apex predators .	O O O O O O O O O O O O O O
Apex predators are often assumed to be dietary generalists and , by feeding on prey from multiple basal nutrient sources , serve to couple discrete food webs .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
But there is increasing evidence that individual level dietary specialization may be common in many species , and this has not been investigated for many marine apex predators .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Because of their position at or near the top of many marine food webs , and the possibility that they can affect populations of their prey and induce trophic cascades , it is important to understand patterns of dietary specialization in shark populations .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Stable isotope values from body tissues with different turnover rates were used to quantify patterns of individual specialization in two species of ' generalist ' sharks ( bull sharks , Carcharhinus leucas , and tiger sharks , Galeocerdo cuvier ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B I O O B I O B I O O
Despite wide population - level isotopic niche breadths in both species , isotopic values of individual tiger sharks varied across tissues with different turnover rates .	O O O O O O O O O O O O O O O O B I O O O O O O O O
The population niche breadth was explained mostly by variation within individuals suggesting tiger sharks are true generalists .	O O O O O O O O O O O O B I O O O O
In contrast , isotope values of individual bull sharks were stable through time and their wide population level niche breadth was explained by variation among specialist individuals .	O O O O O O O B I O O O O O O O O O O O O O O O O O O O
Relative resource abundance and spatial variation in food - predation risk tradeoffs may explain the differences in patterns of specialization between shark species .	O O O O O O O O O O O O O O O O O O O O O O O O
The differences in individual dietary specialization between tiger sharks and bull sharks results in different functional roles in coupling or compartmentalizing distinct food webs .	O O O O O O O B I O B I O O O O O O O O O O O O O
Individual specialization may be an important feature of trophic dynamics of highly mobile marine top predators and should be explicitly considered in studies of marine food webs and the ecological role of top predators .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Genetic mapping of 14 avirulence genes in an EU - B04 x 1639 progeny of Venturia inaequalis .	O O O O O O O O O O O O O O O O O O
Durable resistance to apple scab ( Venturia inaequalis ( Cke ) Wint ; anamorph Spilocaea pomi Fries ) is one of the major goals of apple ( Malus ) breeding programs .	O O O B O O B I O O O O O O B I O O O O O O O O O B O O O O O O
Since current scab resistance breeding is heavily reliant on genes with gene - for - gene relationships , a good understanding of the genetic basis of host - pathogen interactions needs to be developed for this strategy to be successful .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
While the genomic organization of apple scab resistance genes has been studied extensively , little is known about the avirulence genes in the pathogen .	O O O O O B O O O O O O O O O O O O O O O O O O O
The progeny of a cross of European V . inaequalis race ( 1 ) isolate EU - B04 and race ( 1 , 2 , 8 , 9 ) isolate 1639 was used to generate a genetic map based on microsatellite and AFLP markers , and investigated for inheritance of avirulence traits on 20 Malus accessions representing 17 scab resistance genes .	O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The accessions comprised scab differential hosts ( 0 ) , ( 1 ) , ( 2 ) , ( 8 ) , and ( 9 ) , and hosts carrying known as well as not previously reported secondary resistance genes , including some identified in crosses that have resistant accessions ' Geneva ' , ' Dolgo ' , Malus baccata jackii , M . micromalus , or ' Antonovka ' in their pedigree .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O B I I O O O O O O O O O
The latter genes appear to be narrow spectrum genes that showed gene - for - gene relationships as a segregation ratio of Avr : avr = 1 : 1 was observed on 12 accessions , while a ratio of 3 : 1 was observed on five accessions and a ratio of 7 : 1 on one host .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
All progenies were shown to be pathogenic , as all of them were able to infect hosts ( 0 ) and ( 1 ) .	O O O O O O O O O O O O O O O O O O O O O O O O O
A genetic map consisting of 15 major linkage groups ( LGs ) and spanning 972cM was generated with the aid of 156 markers .	O O O O O O O O O O O O O O O O O O O O O O O O
The map position of 12 avirulence traits was determined : eight avirulence genes mapped into two separate clusters ( 1 : AvrVdg2 , AvrVv1 , AvrVu1 , AvrVrjrd ; and 2 : AvrVu2 , AvrVh3 . 2 , AvrVs1 , AvrVu4 ) , while four avirulence genes ( AvrRvi8 , AvrVv2 , AvrVt57 and AvrVsv ) mapped to different LGs .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AvrRvi2 and AvrRvi9 also are genetically linked , but showed an interaction with AvrRvi8 , the nature of which is unclear .	O O O O O O O O O O O O O O O O O O O O O O
While AvrRvi8 segregated at 1 : 1 ratio , the other two Avrs segregated at 3 : 1 ratios .	O O O O O O O O O O O O O O O O O O O O
However , all progeny avirulent on hosts ( 2 ) and ( 9 ) were also avirulent on host ( 8 ) and further research is required to determine the avirulence gene relationships .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A further two independently segregating loci , AvrRvi1 and AvrRvi6 , identified in previous studies , were mapped by inference based on their known linkage to SSR markers .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The clustering of avirulence genes in V . inaequalis reflecting the clustering of resistance genes in Malus suggests this pathosystem is a classical example of an & quot ; arms race & quot ; between host and pathogen .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This also seems to apply to the narrow spectrum scab resistance genes , which may imply a larger role in plant defense for these genes than has been assumed to date .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Functional characterization of Arabidopsis thaliana isopropylmalate dehydrogenases reveals their important roles in gametophyte development .	O O O B I O O O O O O O O O O
* Isopropylmalate dehydrogenases ( IPMDHs ) catalyze the oxidative decarboxylation of 3 - isopropylmalate ( 3 - IPM ) in leucine biosynthesis in microorganisms .	O O O O O O O O O O O O O O O O O O O O O O O O O
The Arabidopsis thaliana genome contains three putative IPMDH genes .	O B I O O O O O O O
* IPMDH2 and IPMDH3 proteins exhibited significantly higher activity toward 3 - IPM than IPMDH1 , which is indicative of a pivotal role in leucine biosynthesis .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Single mutants of IPMDH2 or IPMDH3 lacked a discernible phenotype .	O O O O O O O O O O O
Genetic analysis showed that ipmdh2 ipmdh3 was lethal in male gametophytes and had reduced transmission through female gametophytes .	O O O O O O O O O O O O O O O O O O O
The aborted pollen grains were small , abnormal in cellular structure , and arrested in germination .	O O O O O O O O O O O O O O O O O
In addition , half of the double mutant embryo sacs exhibited slowed development .	O O O O O O O O O O O O O O
* The IPMDH2 / ipmdh2 ipmdh3 / ipmdh3 genotype exhibited abnormal vegetative phenotypes , suggesting haplo - insufficiency of IPMDH2 in the ipmdh3 background .	O O O O O O O O O O O O O O O O O O O O O O O O O
This mutant and a triple mutant containing one allele of IPMDH2 or IPMDH3 had decreased leucine biosynthetic enzyme activities and lower free leucine concentrations .	O O O O O O O O O O O O O O O O O O O O O O O O O
The latter mutant showed changes in glucosinolate profiles different from those in the ipmdh1 mutant .	O O O O O O O O O O O O O O O O
* The results demonstrate that IPMDH2 and IPMDH3 primarily function in leucine biosynthesis , are essential for pollen development and are needed for proper embryo sac development .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
OsHMA3 , a P1B - type of ATPase affects root - to - shoot cadmium translocation in rice by mediating efflux into vacuoles .	O O O O O O O O O O O O O O O O O B O O O O O O
* The cadmium ( Cd ) over - accumulating rice ( Oryza sativa ) cv Cho - Ko - Koku was previously shown to have an enhanced rate of root - to - shoot Cd translocation .	O O O O O O O O O B O B I O B I I I I I O O O O O O O O O O O O O O O O O
This trait is controlled by a single recessive allele located at qCdT7 .	O O O O O O O O O O O O O
* In this study , using positional cloning and transgenic strategies , heavy metal ATPase 3 ( OsHMA3 ) was identified as the gene that controls root - to - shoot Cd translocation rates .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The subcellular localization and Cd - transporting activity of the gene products were also investigated .	O O O O O O O O O O O O O O O O
* The allele of OsHMA3 that confers high root - to - shoot Cd translocation rates ( OsHMA3mc ) encodes a defective P ( 1B ) - ATPase transporter .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
OsHMA3 fused to green fluorescent protein was localized to vacuolar membranes in plants and yeast .	O O O O O O O O O O O O O O B O
An OsHMA3 transgene complemented Cd sensitivity in a yeast mutant that lacks the ability to transport Cd into vacuoles .	O O O O O O O O B O O O O O O O O O O O
By contrast , OsHMA3mc did not complement the Cd sensitivity of this yeast mutant , indicating that the OsHMA3mc transport function was lost .	O O O O O O O O O O O O B O O O O O O O O O O O
* We propose that the root cell cytoplasm of Cd - overaccumulating rice plants has more Cd available for loading into the xylem as a result of the lack of OsHMA3 - mediated transportation of Cd to the vacuoles .	O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O
This defect results in Cd translocation to the shoots in higher concentrations .	O O O O O O O O O O O O O
These data demonstrate the importance of vacuolar sequestration for Cd accumulation in rice .	O O O O O O O O O O O O B O
Spatial distribution of arsenic and temporal variation of its concentration in rice .	O O O O O O O O O O O B O
* In order to gain insights into the transport and distribution of arsenic ( As ) in intact rice ( Oryza sativa ) plants and its unloading into the rice grain , we investigated the spatial distribution of As and the temporal variation of As concentration in whole rice plants at different growth stages .	O O O O O O O O O O O O O O O O O O B O B I O O O O O O O B O O O O O O O O O O O O O O O O O O B I O O O O O
To the best of our knowledge , this is the first time that such a study has been performed .	O O O O O O O O O O O O O O O O O O O O
* Inductively coupled plasma mass spectroscopy ( ICP - MS ) and high - performance liquid chromatography ( HPLC ) - ICP - MS were used to analyze total As concentration and speciation .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Moreover , synchrotron - based X - ray fluorescence ( SXRF ) was used to investigate in situ As distribution in the leaf , internode , node and grain .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* Total As concentrations of vegetative tissues increased during the 2 wk after flowering .	O O O O O O O O O O O O O O O
The concentration of dimethylarsinic acid ( DMA ) in the caryopsis decreased progressively with its development , whereas inorganic As concentration remained stable .	O O O O O O O O O O O O O O O O O O O O O O O O
The ratios of As content between neighboring leaves or between neighboring internodes were c .	O O O O O O O O O O O O O O O
0 . 6 .	O O O O
SXRF revealed As accumulation in the center of the caryopsis during its early development and then in the ovular vascular trace .	O O O O O O O O O O O O O O O O O O O O O O
* These results indicate that there are different controls on the unloading of inorganic As and DMA ; the latter accumulated mainly in the caryopsis before flowering , whereas inorganic As was mainly transported into the caryopsis during grain filling .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Moreover , nodes appeared to serve as a check - point in As distribution in rice shoots .	O O O O O O O O O O O O O O O B O O
Reduced predator species richness drives the body gigantism of a frog species on the Zhoushan Archipelago in China .	O O O O O O O O O O O O O O O O O O O
Shifts in the body size of insular vertebrates have been an interesting theme in ecological and evolutionary studies .	O O O O O O O O O O O O O O O O O O O
Four primary factors , including predation pressures , resource availability , inter - species competition and immigrant selection , have been proposed to explain the trend in insular body size .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Life - history theory predicts that body size , average age , the proportion of old - aged members and the density of insular populations are negatively correlated with predator species richness , and that body size and population density are positively related to resource availability .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The niche expansion hypothesis argues that a positive relationship is expected to exist between insular body size and prey size , which varies in response to extinction due to small or large competitors .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The immigrant hypothesis predicts that insular body size is positively correlated with distance to the mainland .	O O O O O O O O O O O O O O O O O
We tested these hypotheses by using populations of rice frogs Rana limnocharis on 20 islands in the Zhoushan Archipelago and two sites of nearby mainland China .	O O O O O O O O O O B I O O O O O O O O O O O O O O O
The body size ( snout - vent length ) of rice frogs on half of the islands was larger before and after the variable of age was controlled for ; rice frog density and prey availability was higher and prey size was larger on most of the islands as compared to the two mainland sites .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
On the islands , the body size and other features [ e . g . average age , the proportion of old - aged frogs ( ages 3 and 4 ) and density ] of the rice frogs were negatively associated with predator species richness ; female body size and other features were positively associated with prey availability .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The inference of multivariate linear models based on corrected Akaike Information Criterion ( AIC ( c ) ) showed that the relative importance of predator species richness on body size and each of the other features was larger than that of prey availability , prey size and distance to the mainland .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In addition , the parameters for predator species richness were all negative .	O O O O O O O O O O O O O
The results provided strong support for the life - history theory of predation pressures , but weak evidence for the life - history theory of prey availability , the niche expansion or the immigrant hypothesis .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The reduced predator species richness was a dominant factor contributing to the body gigantism of rice frogs on the islands .	O O O O O O O O O O O O O O O O O O O O O
Contrasted demographic responses facing future climate change in Southern Ocean seabirds .	O O O O O O O O O O O O
Recent climate change has affected a wide range of species , but predicting population responses to projected climate change using population dynamics theory and models remains challenging , and very few attempts have been made .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Southern Ocean sea surface temperature and sea ice extent are projected to warm and shrink as concentrations of atmospheric greenhouse gases increase , and several top predator species are affected by fluctuations in these oceanographic variables .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We compared and projected the population responses of three seabird species living in sub - tropical , sub - Antarctic and Antarctic biomes to predicted climate change over the next 50 years .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Using stochastic population models we combined long - term demographic datasets and projections of sea surface temperature and sea ice extent for three different IPCC emission scenarios ( from most to least severe : A1B , A2 , B1 ) from general circulation models of Earth ' s climate .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We found that climate mostly affected the probability to breed successfully , and in one case adult survival .	O O O O O O O O O O O O O O O O O O O
Interestingly , frequent nonlinear relationships in demographic responses to climate were detected .	O O O O O O O O O O O O O
Models forced by future predicted climatic change provided contrasted population responses depending on the species considered .	O O O O O O O O O O O O O O O O O
The northernmost distributed species was predicted to be little affected by a future warming of the Southern Ocean , whereas steep declines were projected for the more southerly distributed species due to sea surface temperature warming and decrease in sea ice extent .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
For the most southerly distributed species , the A1B and B1 emission scenarios were respectively the most and less damaging .	O O O O O O O O O O O O O O O O O O O O O
For the two other species , population responses were similar for all emission scenarios .	O O O O O O O O O O O O O O O
This is among the first attempts to study the demographic responses for several populations with contrasted environmental conditions , which illustrates that investigating the effects of climate change on core population dynamics is feasible for different populations using a common methodological framework .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Our approach was limited to single populations and have neglected population settlement in new favourable habitats or changes in inter - specific relations as a potential response to future climate change .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Predictions may be enhanced by merging demographic population models and climatic envelope models .	O O O O O O O O O O O O O O
The role of abscisic acid and water stress in root herbivore - induced leaf resistance .	O O O O O O O O O O O O O O O O
* Herbivore - induced systemic resistance occurs in many plants and is commonly assumed to be adaptive .	O O O O O O O O O O O O O O O O O O
The mechanisms triggered by leaf - herbivores that lead to systemic resistance are largely understood , but it remains unknown how and why root herbivory also increases resistance in leaves .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* To resolve this , we investigated the mechanism by which the root herbivore Diabrotica virgifera induces resistance against lepidopteran herbivores in the leaves of Zea mays .	O O O O O O O O O O O O O O B I O O O O O O O O O B I O
* Diabrotica virgifera infested plants suffered less aboveground herbivory in the field and showed reduced growth of Spodoptera littoralis caterpillars in the laboratory .	O B I O O O O O O O O O O O O O O B I O O O O O
Root herbivory did not lead to a jasmonate - dependent response in the leaves , but specifically triggered water loss and abscisic acid ( ABA ) accumulation .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The induction of ABA by itself was partly responsible for the induction of leaf defenses , but not for the resistance against S . littoralis .	O O O O O O O O O O O O O O O O O O O O O O B I I O
Root - herbivore induced hydraulic changes in the leaves , however , were crucial for the increase in insect resistance .	O O O O O O O O O O O O O O O O O O O O O
* We conclude that the induced leaf resistance after root feeding is the result of hydraulic changes , which reduce the quality of the leaves for chewing herbivores .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This finding calls into question whether root - herbivore induced leaf - resistance is an evolved response .	O O O O O O O O O O O O O O O O O O
Do quantitative vessel and pit characters account for ion - mediated changes in the hydraulic conductance of angiosperm xylem ?	O O O O O O O O O O O O O O O O O O O O
* The hydraulic conductance of angiosperm xylem has been suggested to vary with changes in sap solute concentrations because of intervessel pit properties .	O O O O O O O O O O O O O O O O O O O O O O O O
* The magnitude of the ' ionic effect ' was linked with vessel and pit dimensions in 20 angiosperm species covering 13 families including six Lauraceae species .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* A positive correlation was found between ionic effect and vessel grouping parameters , especially the portion of vessel walls in contact with neighbouring vessels .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Species with intervessel contact fraction ( F ( C ) ) values & lt ; 0 . 1 showed an ionic effect between 2 % and 17 % , while species with F ( C ) values > 0 . 1 exhibited a response between 10 % and 32 % .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The ionic effect increased linearly with the mean fraction of the total vessel wall area occupied by intervessel pits as well as with the intervessel contact length .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
However , no significant correlation occurred between the ionic effect and total intervessel pit membrane area per vessel , vessel diameter , vessel length , vessel wall area , and intervessel pit membrane thickness .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* Quantitative vessel and pit characters are suggested to contribute to interspecific variation of the ionic effect , whereas chemical properties of intervessel pit membranes are likely to play an additional role .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Identification and characterization of genes responsible for biosynthesis of kojic acid , an industrially important compound from Aspergillus oryzae .	O O O O O O O O O O O O O O O O O B I O
Kojic acid is produced in large amounts by Aspergillus oryzae as a secondary metabolite and is widely used in the cosmetic industry .	O O O O O O O O B I O O O O O O O O O O O O O
Glucose can be converted to kojic acid , perhaps by only a few steps , but no genes for the conversion have thus far been revealed .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Using a DNA microarray , gene expression profiles under three pairs of conditions significantly affecting kojic acid production were compared .	O O O O O O O O O O O O O O O O O O O O O
All genes were ranked using an index parameter reflecting both high amounts of transcription and a high induction ratio under producing conditions .	O O O O O O O O O O O O O O O O O O O O O O O
After disruption of nine candidate genes selected from the top of the list , two genes of unknown function were found to be responsible for kojic acid biosynthesis , one having an oxidoreductase motif and the other a transporter motif .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
These two genes are closely associated in the genome , showing typical characteristics of genes involved in secondary metabolism .	O O O O O O O O O O O O O O O O O O O O
Identification of the structural proteins of VP1 and VP2 of a novel mud crab dicistrovirus .	O O O O O O O O O O O O B I I O
Mud crab dicistrovirus ( MCDV ) , a newly identified single - stranded positive RNA virus , is an important pathogen that causes serious economic losses to mud crab aquaculture .	B I I O B O O O O O O O O O O O O O O O O O O O O O O B I O O
In this study , MCDV was purified , and three structural proteins of MCDV were separated by SDS - PAGE .	O O O O B O O O O O O O O B O O O O O O O
The N - terminal 15 amino acids were sequenced and aligned with the main structural proteins of other dicistrovirus .	O O O O O O O O O O O O O O O O O O O O
The three structural proteins were named VP1 , VP2 and VP3 .	O O O O O O O O O O O O
Monoclonal antibodies ( MAbs ) against the two main structural proteins , VP1 and VP2 , were prepared , and the two structural proteins were then identified using these MAbs .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The results of Western blot analyses demonstrated that five MAbs recognised VP1 and two recognised VP2 .	O O O O O O O O O O O O O O O O O
The results of immunogold transmission electron microscopy ( IEM ) revealed that the epitopes of the two structural proteins recognised by the MAbs were located at the outer surface of the virions , which suggested that the two structural proteins are MCDV capsid proteins .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O
The identification of the two structural proteins of MCDV is useful for studying their functions , as well as the mechanism of infection and the pathogenesis of MCDV .	O O O O O O O O B O O O O O O O O O O O O O O O O O O B O
SGT1 contributes to coronatine signaling and Pseudomonas syringae pv . tomato disease symptom development in tomato and Arabidopsis .	O O O O O O B I I I I O O O O B O O O
* Pseudomonas syringae pv . tomato DC3000 ( Pst DC3000 ) causes an economically important bacterial speck disease on tomato and produces symptoms with necrotic lesions surrounded by chlorosis .	O B I I I I I O B I O O O O O O O O O B O O O O O O O O O O
The chlorosis is mainly attributed to a jasmonic acid ( JA ) - isoleucine analogue , coronatine ( COR ) , produced by Pst DC3000 .	O O O O O O O O O O O O O O O O O O O O O O O B I O
However , the molecular processes underlying lesion development and COR - induced chlorosis are poorly understood .	O O O O O O O O O O O O O O O O O
* In this study , we took advantage of a chlorotic phenotype elicited by COR on Nicotiana benthamiana leaves and virus - induced gene silencing ( VIGS ) as a rapid reverse genetic screening tool and identified a role for SGT1 ( suppressor of G2 allele of skp1 ) in COR - induced chlorosis .	O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
* Silencing of SGT1 in tomato resulted in reduction of disease - associated symptoms ( cell death and chlorosis ) , suggesting a molecular connection between COR - induced chlorosis and cell death .	O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In Arabidopsis , AtSGT1b but not AtSGT1a was required for COR responses , including root growth inhibition and Pst DC3000 symptom ( water soaked lesion ) development .	O O O O O O O O O O O O O O O O O O B I O O O O O O O O
Notably , overexpression of AtSGT1b did not alter Pst DC3000 symptoms or sensitivity to COR .	O O O O O O O O B I O O O O O O
* Taken together , our results demonstrate that SGT1 / SGT1b is required for COR - induced chlorosis and subsequent necrotic disease development in tomato and Arabidopsis .	O O O O O O O O O O O O O O O O O O O O O O O O B O O O
SGT1 is therefore a component of the COR / JA - mediated signal transduction pathway .	O O O O O O O O O O O O O O O O
Growth - mediated stress escape : convergence of signal transduction pathways activated upon exposure to two different environmental stresses .	O O O O O O O O O O O O O O O O O O O O
* Plants can escape from specific environmental stresses through active growth strategies .	O O O O O O O O O O O O O
Here , we compared two such stress - escape syndromes to investigate whether plants use conserved signal transduction pathways to escape from different stresses .	O O O O O O O O O O O O O O O O O O O O O O O O O
* Full submergence is a threat to terrestrial plants as it cuts off their access to oxygen and CO ( 2 ) .	O O O O O O O O O O O O O O O O O O O O O O O
Proximate neighbors , in contrast , take away resources such as light .	O O O O O O O O O O O O O
Both submergence and shade can be escaped through rapid shoot elongation .	O O O O O O O O O O O O
We analysed the precise kinetics and physiological control of petiole elongation responses to shade and submergence in the flood - tolerant species Rumex palustris .	O O O O O O O O O O O O O O O O O O O O O O B I O
* We found that petiole elongation induced by submergence and that induced by shade occurred with similar kinetics , both involving cell expansion .	O O O O O O O O O O O O O O O O O O O O O O O O
These responses were induced by two different signals , elevated ethylene and a reduced red : far - red light ratio ( R : FR ) , respectively .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A downstream target for ethylene was abscisic acid , but low R : FR appeared to act independently of this hormone .	O O O O O O O O O O O O O O O O O O O O O O
Gibberellin , however , appeared to be essential to both ethylene - and low R : FR - induced petiole elongation .	O O O O O O O O O O O O O O O O O O O O O O
* We propose that gibberellin and expansins , a family of cell wall - loosening proteins , represent elements of a conserved growth machinery that is activated by stress - specific signaling events to regulate escape from stress .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
PsOr1 , a potential target for RNA interference - based pest management .	O O O O O O O O O O O O O
Insect pests cause billions of dollars in agricultural losses , and attempts to kill them have resulted in growing threats from insecticide resistance , dietary pesticide pollution and environmental destruction .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
New approaches to control refractory insect pests are therefore needed .	O O O O O O O O O O O
The host - plant preferences of insect pests rely on olfaction and are mediated via a seven transmembrane - domain odorant receptor ( Or ) family .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
The present study reports the cloning and characterization of PsOr1 , the first candidate member of the Or gene family from Phyllotreta striolata , a devastating beetle pest that causes damage worldwide .	O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O
PsOr1 is remarkably well conserved with respect to other insect orthologues , including DmOr83b from Drosophila melanogaster .	O O O O O O O O O O O O O O O B I O
These insect orthologues form an essential non - conventional Or sub - family and may play an important and generalized role in insect olfaction .	O O O O O O O O O O O O O O O O O O O O O O O O O
We designed double - stranded ( ds ) RNA directly against the PsOr1 gene and exploited RNA interference ( RNAi ) to control P . striolata .	O O O O O O O O O O O O O O O O O O O O O O O B I I O
The chemotactic behavioural measurements showed that adult beetles were unable to sense the attractant or repellent odour stimulus after microinjection of dsRNA against PsOr1 .	O O O O O O O O O O O O O O O O O O O O O O O O O
Reverse Transcription ( RT ) - PCR analysis showed specific down - regulation of mRNA transcript levels for this gene .	O O O O O O O O O O O O O O O O O O O O O
Furthermore , host - plant preference experiments confirmed that silencing PsOr1 by RNAi treatment impaired the host - plant preferences of P . striolata for cruciferous vegetables .	O O O O O O O O O O O O O O O O O O O O O B I I O O O O
These results demonstrate that this insect control approach of using RNAi to target PsOr1 and its orthologues might be effective in blocking host - plant - seeking behaviours in diverse insect pests .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The results also support the theory that this unique receptor type plays an essential general role in insect olfaction .	O O O O O O O O O O O O O O O O O O O O
Expression of diverse midgut serine proteinases in the sericigenous Lepidoptera Antheraea assamensis ( Helfer ) is influenced by choice of host plant species .	O O O O O O O O O O B I O O O O O O O O O O O O
Antheraea assamensis is reared on various species of the Lauraceae family from north - east India for its distinctive cocoon silk .	B I O O O O O O O O O O O O O O O O O O O O
We demonstrate differential expression of digestive trypsin and chymotrypsins in larvae feeding on a primary host , Persea bombycina Kosterm . , in comparison to larvae feeding on Litsea monopetala Roxb . using in vitro proteolytic assays , zymogram analyses with proteinase inhibitors , restriction digestion of RNA - PCR amplicons and quantitative real - time PCR ( RT - PCR ) .	O O O O O O O O O O O O O O O O O B I O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Eight novel members of the serine proteinase gene family were identified , including an intron - spliced trypsin ( AaPb4 ) and seven putative chymotrypsins ( AaPb2 , AaPb4 , AaPb12 , AaLm4 , AaLm6 , AaLm19 and AaLm29 ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Midgut transcript levels of the putative trypsin were higher in larvae fed P . bombycina whereas levels of transcripts encoding putative chymotrypsins were higher in larvae reared on L . monopetala .	O O O O O O O O O O O O B I I O O O O O O O O O O O O O B I I O
Complex , differential expression of sequence divergent midgut serine proteinases may reflect the ability of lepidopteran larvae to feed on different species of host plants .	O O O O O O O O O O O O O O O O O O O O O O O O O O
Possible implications of host plant choice on the digestive physiology of A . assamensis are discussed .	O O O O O O O O O O O B I I O O O
Functional test of the influence of Wolbachia genes on cytoplasmic incompatibility expression in Drosophila melanogaster .	O O O O O O O O O O O O O B I O
Wolbachia are inherited intracellular bacteria that infect a broad range of invertebrate hosts .	O O O O O O O O O O O O O O
They commonly manipulate host reproduction in a variety of ways and thereby favour their invasion into host populations .	O O O O O O O O O O O O O O O O O O O
While the biology of Wolbachia has been extensively studied at the ecological and phenotypic level , little is known about the molecular mechanisms underlying the interaction between Wolbachia and their hosts .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
